expense_id,restaurant_id,bills,vendors,wage_advance,repairs,sundries,amount,exp_date
1818,5,721,143,328,662,43,2362,2024-12-23
1819,5,97,168,940,931,78,2660,2024-12-24
1820,5,797,56,915,303,6,2645,2024-12-25
1821,5,703,18,674,868,51,2896,2024-12-26
1822,5,863,2,871,553,79,2791,2024-12-27
1823,5,222,136,827,84,39,1968,2024-12-28
1824,5,177,109,921,663,4,2511,2024-12-29
1825,5,630,99,270,784,57,1967,2024-12-30
1826,6,268,150,575,426,64,2362,2024-01-01
1827,6,106,138,552,732,51,2292,2024-01-02
1828,6,272,156,356,416,60,1423,2024-01-03
1829,6,158,115,111,227,41,1012,2024-01-04
1830,6,53,200,780,688,94,2514,2024-01-05
1831,6,461,9,677,792,97,2335,2024-01-06
1832,6,926,28,182,543,91,2380,2024-01-07
1833,6,431,127,526,529,54,1993,2024-01-08
1834,6,777,50,819,269,8,2752,2024-01-09
1835,6,414,83,379,754,32,1813,2024-01-10
1836,6,180,141,106,872,33,2239,2024-01-11
1837,6,496,142,751,239,55,1891,2024-01-12
1838,6,484,167,767,678,36,2978,2024-01-13
1839,6,600,144,276,42,78,2132,2024-01-14
1840,6,904,135,398,410,31,2559,2024-01-15
1841,6,80,16,286,125,83,1275,2024-01-16
1842,6,291,27,239,128,18,716,2024-01-17
1843,6,3,150,844,282,23,1815,2024-01-18
1844,6,608,30,541,310,29,1561,2024-01-19
1845,6,865,13,69,483,26,1640,2024-01-20
1846,6,745,132,336,946,58,2439,2024-01-21
1847,6,669,113,375,325,92,1731,2024-01-22
1848,6,462,152,835,920,10,3343,2024-01-23
1849,6,384,189,730,77,32,2158,2024-01-24
1850,6,645,194,777,776,59,2539,2024-01-25
1851,6,955,168,690,184,84,2440,2024-01-26
1852,6,914,174,99,129,92,2094,2024-01-27
1853,6,974,118,689,682,42,2736,2024-01-28
1854,6,785,191,244,758,53,2927,2024-01-29
1855,6,607,60,206,801,99,2084,2024-01-30
1856,6,800,31,109,875,73,2880,2024-01-31
1857,6,104,104,867,739,79,1996,2024-02-01
1858,6,361,26,107,53,48,878,2024-02-02
1859,6,35,34,382,295,21,795,2024-02-03
1860,6,204,89,674,171,59,1826,2024-02-04
1861,6,585,30,344,395,55,2147,2024-02-05
1862,6,721,143,658,695,2,2444,2024-02-06
1863,6,816,185,499,1419,50,3645,2024-02-07
1864,6,396,123,373,906,25,2637,2024-02-08
1865,6,608,94,485,317,51,2134,2024-02-09
1866,6,101,141,777,243,13,1759,2024-02-10
1867,6,352,88,209,157,90,1752,2024-02-11
1868,6,722,173,776,749,95,3082,2024-02-12
1869,6,306,74,940,1816,12,3609,2024-02-13
1870,6,28,151,278,226,84,955,2024-02-14
1871,6,590,103,565,656,55,2627,2024-02-15
1872,6,954,146,516,22,46,2267,2024-02-16
1873,6,320,154,439,705,35,1833,2024-02-17
1874,6,441,144,206,395,92,2124,2024-02-18
1875,6,639,146,945,125,70,2490,2024-02-19
1876,6,962,143,116,428,49,2641,2024-02-20
1877,6,936,41,241,840,74,2583,2024-02-21
1878,6,401,12,624,693,54,2257,2024-02-22
1879,6,619,146,630,521,98,2819,2024-02-23
1880,6,271,77,311,821,25,2257,2024-02-24
1881,6,899,193,729,351,35,2699,2024-02-25
1882,6,449,107,972,247,12,2116,2024-02-26
1883,6,256,46,541,121,89,1993,2024-02-27
1884,6,291,79,974,4,91,2335,2024-02-28
1885,6,797,180,476,365,12,2755,2024-02-29
1886,6,987,102,625,1001,45,3320,2024-03-01
1887,6,968,128,31,708,42,2132,2024-03-02
1888,6,264,59,425,912,81,1942,2024-03-03
1889,6,496,83,164,672,33,2113,2024-03-04
1890,6,187,181,457,365,57,1493,2024-03-05
1891,6,355,20,888,46,50,1832,2024-03-06
1892,6,632,38,415,922,58,2552,2024-03-07
1893,6,591,145,435,871,73,3050,2024-03-08
1894,6,768,153,721,596,18,3176,2024-03-09
1895,6,731,121,993,902,89,3739,2024-03-10
1896,6,851,26,24,1811,83,3070,2024-03-11
1897,6,813,199,804,573,78,3177,2024-03-12
1898,6,154,94,103,449,71,1559,2024-03-13
1899,6,824,164,346,945,6,2752,2024-03-14
1900,6,498,82,112,743,7,2055,2024-03-15
1901,6,413,168,105,827,55,2351,2024-03-16
1902,6,317,75,0,328,80,822,2024-03-17
1903,6,736,83,267,51,29,2136,2024-03-18
1904,6,334,24,513,193,12,1739,2024-03-19
1905,6,663,164,575,322,41,2602,2024-03-20
1906,6,16,38,132,390,86,1541,2024-03-21
1907,6,715,101,544,184,6,2022,2024-03-22
1908,6,167,159,70,37,35,989,2024-03-23
1909,6,452,99,645,648,68,2028,2024-03-24
1910,6,595,177,16,499,4,1788,2024-03-25
1911,6,76,114,37,427,96,1279,2024-03-26
1912,6,905,14,619,197,72,2171,2024-03-27
1913,6,291,124,911,942,76,2777,2024-03-28
1914,6,801,185,815,173,60,2267,2024-03-29
1915,6,987,108,984,658,76,3781,2024-03-30
1916,6,239,38,402,18,89,1558,2024-03-31
1917,6,847,81,797,852,25,2890,2024-04-01
1918,6,509,171,492,126,98,1939,2024-04-02
1919,6,112,89,988,591,51,2148,2024-04-03
1920,6,888,14,215,503,7,1699,2024-04-04
1921,6,815,190,178,364,85,2289,2024-04-05
1922,6,14,113,544,395,67,1406,2024-04-06
1923,6,36,70,646,169,10,1834,2024-04-07
1924,6,571,107,375,64,96,1937,2024-04-08
1925,6,409,68,565,340,19,1915,2024-04-09
1926,6,381,169,871,114,88,2382,2024-04-10
1927,6,103,65,569,391,73,1762,2024-04-11
1928,6,457,37,542,598,93,1761,2024-04-12
1929,6,973,33,98,760,92,1958,2024-04-13
1930,6,879,21,740,946,98,3286,2024-04-14
1931,6,829,128,674,785,56,2599,2024-04-15
1932,6,806,169,960,461,4,2616,2024-04-16
1933,6,534,126,705,887,20,2336,2024-04-17
1934,6,347,63,305,235,53,1567,2024-04-18
1935,6,240,144,906,637,7,2377,2024-04-19
1936,6,392,152,809,482,96,2691,2024-04-20
1937,6,140,160,782,162,84,1577,2024-04-21
1938,6,266,114,426,711,79,2460,2024-04-22
1939,6,450,148,956,337,95,2260,2024-04-23
1940,6,478,8,41,383,42,1155,2024-04-24
1941,6,798,170,347,550,74,2194,2024-04-25
1942,6,703,51,300,67,31,1255,2024-04-26
1943,6,704,77,343,456,85,1669,2024-04-27
1944,6,951,144,503,325,69,2017,2024-04-28
1945,6,693,168,202,217,14,1956,2024-04-29
1946,6,796,197,440,761,6,2596,2024-04-30
1947,6,375,22,48,829,94,2071,2024-05-01
1948,6,266,165,406,563,70,1846,2024-05-02
1949,6,292,199,6,121,26,1273,2024-05-03
1950,6,131,46,504,46,25,961,2024-05-04
1951,6,657,84,938,603,56,2674,2024-05-05
1952,6,889,105,147,549,50,1768,2024-05-06
1953,6,679,179,610,168,19,2641,2024-05-07
1954,6,435,7,286,181,15,1224,2024-05-08
1955,6,165,1,565,920,45,2612,2024-05-09
1956,6,885,21,733,210,68,2634,2024-05-10
1957,6,730,125,270,220,16,1861,2024-05-11
1958,6,657,166,178,42,86,1992,2024-05-12
1959,6,719,103,504,759,54,2347,2024-05-13
1960,6,426,168,312,986,74,2537,2024-05-14
1961,6,562,52,534,963,71,2657,2024-05-15
1962,6,676,129,970,141,75,2916,2024-05-16
1963,6,80,138,545,581,22,1627,2024-05-17
1964,6,32,33,707,534,85,1958,2024-05-18
1965,6,472,164,918,182,80,1921,2024-05-19
1966,6,664,176,214,415,54,2209,2024-05-20
1967,6,824,41,654,754,87,3319,2024-05-21
1968,6,610,45,821,860,82,2730,2024-05-22
1969,6,567,126,229,962,67,2709,2024-05-23
1970,6,571,115,999,261,88,2483,2024-05-24
1971,6,669,106,48,536,38,1942,2024-05-25
1972,6,461,73,215,757,96,1882,2024-05-26
1973,6,109,162,23,820,86,1784,2024-05-27
1974,6,7,167,687,382,28,1375,2024-05-28
1975,6,360,53,185,209,64,1114,2024-05-29
1976,6,466,117,303,987,87,2151,2024-05-30
1977,6,953,133,876,625,72,3335,2024-05-31
1978,6,551,135,886,476,60,2955,2024-06-01
1979,6,757,131,575,207,90,2614,2024-06-02
1980,6,785,22,476,962,13,3016,2024-06-03
1981,6,823,184,154,838,61,2879,2024-06-04
1982,6,476,59,346,73,31,1510,2024-06-05
1983,6,323,112,753,561,10,2468,2024-06-06
1984,6,355,129,167,847,62,2111,2024-06-07
1985,6,36,9,419,1006,35,1785,2024-06-08
1986,6,292,118,468,578,88,2383,2024-06-09
1987,6,48,136,489,896,89,1770,2024-06-10
1988,6,7,79,77,894,61,1464,2024-06-11
1989,6,800,144,573,16,39,2517,2024-06-12
1990,6,909,28,486,804,58,2412,2024-06-13
1991,6,898,43,829,1636,73,4279,2024-06-14
1992,6,503,91,45,57,10,1502,2024-06-15
1993,6,661,12,873,56,98,2057,2024-06-16
1994,6,348,33,506,38,40,1893,2024-06-17
1995,6,146,55,819,934,97,2364,2024-06-18
1996,6,785,168,271,1680,90,3256,2024-06-19
1997,6,889,174,335,77,41,1579,2024-06-20
1998,6,94,132,528,981,67,1998,2024-06-21
1999,6,633,35,251,1823,59,3093,2024-06-22
2000,6,91,179,623,187,76,1805,2024-06-23
2001,6,494,164,819,35,8,2468,2024-06-24
2002,6,779,134,647,326,21,2090,2024-06-25
2003,6,841,155,187,612,13,2150,2024-06-26
2004,6,933,30,631,589,30,2772,2024-06-27
2005,6,34,69,441,237,92,1458,2024-06-28
2006,6,691,165,253,628,95,2395,2024-06-29
2007,6,28,116,326,604,28,1543,2024-06-30
2008,6,398,21,685,444,41,1912,2024-07-01
2009,6,941,4,206,5,37,1715,2024-07-02
2010,6,676,1,59,330,82,1490,2024-07-03
2011,6,265,60,148,980,76,1765,2024-07-04
2012,6,15,46,417,413,11,1515,2024-07-05
2013,6,40,82,62,958,89,1506,2024-07-06
2014,6,367,104,359,342,79,1965,2024-07-07
2015,6,4,87,321,275,35,1010,2024-07-08
2016,6,329,185,714,619,78,2147,2024-07-09
2017,6,604,160,954,806,33,3400,2024-07-10
2018,6,551,175,685,75,16,2465,2024-07-11
2019,6,115,132,481,387,100,1648,2024-07-12
2020,6,569,9,262,600,84,1980,2024-07-13
2021,6,191,143,336,377,48,1702,2024-07-14
2022,6,4,83,156,786,67,1305,2024-07-15
2023,6,606,148,901,513,46,2304,2024-07-16
2024,6,676,49,965,290,47,2345,2024-07-17
2025,6,101,152,309,342,39,1436,2024-07-18
2026,6,110,31,539,839,35,1709,2024-07-19
2027,6,483,55,160,62,56,1092,2024-07-20
2028,6,806,56,289,85,85,1707,2024-07-21
2029,6,360,26,403,159,77,1280,2024-07-22
2030,6,278,135,256,127,95,1527,2024-07-23
2031,6,396,95,565,991,33,2265,2024-07-24
2032,6,899,43,374,639,58,2275,2024-07-25
2033,6,428,6,190,64,67,1021,2024-07-26
2034,6,351,146,549,1692,87,3195,2024-07-27
2035,6,824,72,612,196,4,1917,2024-07-28
2036,6,274,59,768,452,52,2406,2024-07-29
2037,6,188,102,440,686,62,2310,2024-07-30
2038,6,441,18,218,812,3,2490,2024-07-31
2039,6,536,78,607,153,67,1579,2024-08-01
2040,6,824,115,289,731,77,2518,2024-08-02
2041,6,369,45,38,31,50,636,2024-08-03
2042,6,348,178,613,214,36,1914,2024-08-04
2043,6,917,99,856,852,24,2876,2024-08-05
2044,6,20,39,363,725,58,2200,2024-08-06
2045,6,590,97,240,557,2,2254,2024-08-07
2046,6,624,172,219,580,76,2360,2024-08-08
2047,6,748,8,983,401,34,2992,2024-08-09
2048,6,758,140,918,965,32,3408,2024-08-10
2049,6,90,98,85,667,25,1215,2024-08-11
2050,6,639,192,276,570,77,1917,2024-08-12
2051,6,963,186,578,831,30,3495,2024-08-13
2052,6,962,117,377,855,55,2700,2024-08-14
2053,6,545,81,850,894,76,2471,2024-08-15
2054,6,401,197,855,922,11,2613,2024-08-16
2055,6,881,185,265,397,86,2277,2024-08-17
2056,6,717,177,790,449,29,2391,2024-08-18
2057,6,203,84,499,442,87,1723,2024-08-19
2058,6,599,194,759,240,99,2307,2024-08-20
2059,6,179,195,206,321,29,1476,2024-08-21
2060,6,441,30,361,595,46,1908,2024-08-22
2061,6,288,18,365,228,26,1188,2024-08-23
2062,6,907,36,485,44,24,1688,2024-08-24
2063,6,864,1,294,198,8,1419,2024-08-25
2064,6,874,67,935,546,1,2650,2024-08-26
2065,6,159,193,444,269,97,1428,2024-08-27
2066,6,550,79,821,642,41,2263,2024-08-28
2067,6,463,74,395,332,81,1531,2024-08-29
2068,6,170,151,230,1376,47,2025,2024-08-30
2069,6,937,33,235,104,39,1598,2024-08-31
2070,6,484,22,13,931,64,2174,2024-09-01
2071,6,142,193,503,460,13,2086,2024-09-02
2072,6,496,148,426,612,53,2358,2024-09-03
2073,6,975,27,146,827,100,2472,2024-09-04
2074,6,994,151,688,302,87,3139,2024-09-05
2075,6,439,4,167,505,10,1518,2024-09-06
2076,6,581,119,113,396,42,1858,2024-09-07
2077,6,647,19,768,563,65,2233,2024-09-08
2078,6,463,45,186,534,18,2003,2024-09-09
2079,6,176,174,66,768,47,1848,2024-09-10
2080,6,756,151,201,474,97,1775,2024-09-11
2081,6,784,105,91,736,17,2059,2024-09-12
2082,6,880,83,787,950,12,3118,2024-09-13
2083,6,445,175,951,698,56,3300,2024-09-14
2084,6,416,7,258,312,77,1480,2024-09-15
2085,6,576,47,436,723,73,2424,2024-09-16
2086,6,930,124,575,171,28,2067,2024-09-17
2087,6,637,44,761,115,87,1876,2024-09-18
2088,6,543,180,202,564,10,1740,2024-09-19
2089,6,978,60,324,299,54,2037,2024-09-20
2090,6,766,83,523,110,37,2389,2024-09-21
2091,6,283,31,61,761,53,1870,2024-09-22
2092,6,435,61,719,706,79,2057,2024-09-23
2093,6,944,62,920,985,96,3565,2024-09-24
2094,6,562,137,119,34,100,1332,2024-09-25
2095,6,519,190,34,12,15,1687,2024-09-26
2096,6,369,142,462,282,32,1659,2024-09-27
2097,6,723,148,666,534,91,2463,2024-09-28
2098,6,158,105,414,409,5,1850,2024-09-29
2099,6,543,61,332,714,72,1843,2024-09-30
2100,6,740,60,2,553,89,1772,2024-10-01
2101,6,305,136,812,93,82,2185,2024-10-02
2102,6,652,22,220,334,82,1984,2024-10-03
2103,6,366,23,412,613,57,1523,2024-10-04
2104,6,329,95,955,649,31,2543,2024-10-05
2105,6,511,147,99,897,87,2028,2024-10-06
2106,6,90,198,649,711,29,2145,2024-10-07
2107,6,687,134,672,911,38,3281,2024-10-08
2108,6,363,55,689,486,92,2003,2024-10-09
2109,6,922,141,693,904,66,2740,2024-10-10
2110,6,572,62,641,67,23,1575,2024-10-11
2111,6,464,57,274,91,32,1123,2024-10-12
2112,6,634,50,806,665,8,2168,2024-10-13
2113,6,678,132,705,682,58,2484,2024-10-14
2114,6,607,154,849,286,60,1996,2024-10-15
2115,6,219,62,799,496,42,2272,2024-10-16
2116,6,422,51,431,132,13,2021,2024-10-17
2117,6,572,31,986,495,73,2199,2024-10-18
2118,6,483,191,666,408,73,2287,2024-10-19
2119,6,735,135,139,365,7,2171,2024-10-20
2120,6,53,81,891,511,9,2443,2024-10-21
2121,6,818,178,44,54,38,1769,2024-10-22
2122,6,823,74,15,893,96,2561,2024-10-23
2123,6,154,24,709,296,5,1408,2024-10-24
2124,6,800,133,226,961,85,2966,2024-10-25
2125,6,904,187,716,71,7,2509,2024-10-26
2126,6,282,101,563,819,83,2392,2024-10-27
2127,6,318,52,144,796,62,1826,2024-10-28
2128,6,49,105,229,111,48,1175,2024-10-29
2129,6,804,165,689,14,19,1744,2024-10-30
2130,6,540,10,785,331,93,2734,2024-10-31
2131,6,651,182,587,397,73,2053,2024-11-01
2132,6,603,151,660,240,98,2677,2024-11-02
2133,6,186,36,304,967,97,2224,2024-11-03
2134,6,70,134,771,72,56,1434,2024-11-04
2135,6,7,188,443,534,22,2018,2024-11-05
2136,6,438,98,783,90,12,2226,2024-11-06
2137,6,677,113,959,364,64,2179,2024-11-07
2138,6,434,133,222,308,70,1942,2024-11-08
2139,6,237,103,596,640,81,1879,2024-11-09
2140,6,116,122,3,743,46,1696,2024-11-10
2141,6,897,125,415,955,61,3170,2024-11-11
2142,6,700,149,36,427,77,1666,2024-11-12
2143,6,71,127,435,780,56,2245,2024-11-13
2144,6,443,34,162,58,8,1374,2024-11-14
2145,6,243,99,131,56,72,1300,2024-11-15
2146,6,979,127,437,33,75,1858,2024-11-16
2147,6,196,50,566,154,22,1193,2024-11-17
2148,6,38,134,241,299,13,1464,2024-11-18
2149,6,78,75,756,398,85,1944,2024-11-19
2150,6,584,8,396,955,84,2504,2024-11-20
2151,6,221,173,625,163,94,2178,2024-11-21
2152,6,639,55,737,770,49,2700,2024-11-22
2153,6,651,0,423,870,11,2573,2024-11-23
2154,6,212,32,948,405,51,2230,2024-11-24
2155,6,636,134,936,800,9,2999,2024-11-25
2156,6,62,104,157,671,63,1981,2024-11-26
2157,6,808,97,636,299,48,2869,2024-11-27
2158,6,178,197,584,1388,58,3047,2024-11-28
2159,6,619,80,187,841,29,2524,2024-11-29
2160,6,668,163,842,683,48,2492,2024-11-30
2161,6,104,94,865,51,27,1333,2024-12-01
2162,6,505,85,523,844,82,2658,2024-12-02
2163,6,98,43,586,669,6,2213,2024-12-03
2164,6,556,159,370,240,38,1460,2024-12-04
2165,6,14,199,415,684,56,1480,2024-12-05
2166,6,853,121,79,904,8,2514,2024-12-06
2167,6,998,131,145,765,13,2243,2024-12-07
2168,6,540,24,310,752,96,1905,2024-12-08
2169,6,865,105,864,460,57,3248,2024-12-09
2170,6,59,106,879,492,20,2213,2024-12-10
2171,6,393,198,797,425,43,2273,2024-12-11
2172,6,504,38,887,995,39,2870,2024-12-12
2173,6,622,83,466,691,49,2792,2024-12-13
2174,6,742,31,433,917,8,2399,2024-12-14
2175,6,997,81,254,557,2,2811,2024-12-15
2176,6,569,132,756,726,68,2800,2024-12-16
2177,6,196,1,82,738,68,1192,2024-12-17
2178,6,163,127,368,445,76,1803,2024-12-18
2179,6,307,130,742,234,40,1489,2024-12-19
2180,6,891,115,188,102,81,1776,2024-12-20
2181,6,367,101,546,199,12,1501,2024-12-21
2182,6,867,39,397,605,43,2789,2024-12-22
2183,6,484,149,23,922,33,1651,2024-12-23
2184,6,302,111,978,524,91,2186,2024-12-24
2185,6,23,76,984,50,75,2128,2024-12-25
2186,6,470,150,600,830,64,3041,2024-12-26
2187,6,54,71,172,158,38,1247,2024-12-27
2188,6,829,147,185,212,4,1600,2024-12-28
2189,6,128,39,907,569,84,1757,2024-12-29
2190,6,315,90,313,568,32,2116,2024-12-30
2191,7,305,63,949,891,30,2954,2024-01-01
2192,7,964,121,127,571,16,2741,2024-01-02
2193,7,810,130,815,342,100,2443,2024-01-03
2194,7,739,5,94,158,76,1145,2024-01-04
2195,7,743,93,68,1329,50,2484,2024-01-05
2196,7,10,1,805,534,83,1911,2024-01-06
2197,7,15,141,619,973,56,2784,2024-01-07
2198,7,666,87,255,120,44,2081,2024-01-08
2199,7,138,160,800,122,30,1676,2024-01-09
2200,7,769,165,507,124,74,1787,2024-01-10
2201,7,539,24,974,672,78,2884,2024-01-11
2202,7,992,128,501,901,9,3110,2024-01-12
2203,7,925,100,658,802,8,3481,2024-01-13
2204,7,370,16,22,763,89,1623,2024-01-14
2205,7,504,148,240,196,6,1536,2024-01-15
2206,7,450,181,836,1000,6,2910,2024-01-16
2207,7,819,31,49,332,69,2150,2024-01-17
2208,7,978,150,261,44,60,1703,2024-01-18
2209,7,557,105,318,508,73,2280,2024-01-19
2210,7,622,169,475,251,58,1831,2024-01-20
2211,7,580,199,816,717,10,2582,2024-01-21
2212,7,546,130,535,377,90,2632,2024-01-22
2213,7,412,163,825,639,51,2184,2024-01-23
2214,7,356,151,327,244,67,1725,2024-01-24
2215,7,901,148,5,998,21,2455,2024-01-25
2216,7,150,190,801,851,41,2900,2024-01-26
2217,7,294,198,186,807,6,2139,2024-01-27
2218,7,867,92,461,490,31,2305,2024-01-28
2219,7,864,174,49,474,16,2099,2024-01-29
2220,7,100,176,26,358,60,1515,2024-01-30
2221,7,481,45,394,195,60,1851,2024-01-31
2222,7,841,175,375,401,75,2661,2024-02-01
2223,7,533,111,253,1888,62,3004,2024-02-02
2224,7,931,140,104,416,84,2237,2024-02-03
2225,7,580,31,93,989,6,1979,2024-02-04
2226,7,979,177,205,181,90,1970,2024-02-05
2227,7,748,99,405,863,85,2201,2024-02-06
2228,7,978,120,762,94,12,2802,2024-02-07
2229,7,908,22,228,598,90,2522,2024-02-08
2230,7,285,71,606,896,31,2782,2024-02-09
2231,7,975,6,194,70,55,2026,2024-02-10
2232,7,281,154,909,451,18,1890,2024-02-11
2233,7,789,174,430,293,62,2197,2024-02-12
2234,7,426,138,377,490,87,1958,2024-02-13
2235,7,839,82,143,798,54,2494,2024-02-14
2236,7,881,6,233,671,22,2727,2024-02-15
2237,7,348,72,204,1192,96,2335,2024-02-16
2238,7,167,3,299,927,92,2149,2024-02-17
2239,7,414,30,254,761,60,1870,2024-02-18
2240,7,957,130,826,661,4,2644,2024-02-19
2241,7,529,28,236,637,61,1862,2024-02-20
2242,7,371,17,10,708,98,1691,2024-02-21
2243,7,20,192,219,489,22,1334,2024-02-22
2244,7,591,136,902,391,72,2932,2024-02-23
2245,7,176,136,404,639,59,1747,2024-02-24
2246,7,355,81,422,771,49,2638,2024-02-25
2247,7,826,43,353,644,2,2423,2024-02-26
2248,7,250,199,937,191,15,2369,2024-02-27
2249,7,206,98,928,629,59,2057,2024-02-28
2250,7,379,143,802,976,77,2817,2024-02-29
2251,7,254,127,478,908,82,2842,2024-03-01
2252,7,791,79,422,459,28,2070,2024-03-02
2253,7,903,109,600,335,32,2867,2024-03-03
2254,7,706,79,571,40,20,1826,2024-03-04
2255,7,867,43,609,456,9,2347,2024-03-05
2256,7,45,15,934,483,4,1733,2024-03-06
2257,7,354,178,152,649,45,2178,2024-03-07
2258,7,584,53,743,399,11,2458,2024-03-08
2259,7,667,97,286,73,93,1877,2024-03-09
2260,7,82,170,280,822,56,1536,2024-03-10
2261,7,104,19,182,259,85,1251,2024-03-11
2262,7,969,33,423,124,19,1757,2024-03-12
2263,7,259,35,763,757,36,2385,2024-03-13
2264,7,769,52,478,262,44,2200,2024-03-14
2265,7,330,171,667,313,88,1817,2024-03-15
2266,7,174,105,166,157,23,1424,2024-03-16
2267,7,133,40,72,430,80,1068,2024-03-17
2268,7,91,12,506,891,38,2049,2024-03-18
2269,7,144,145,880,67,41,2080,2024-03-19
2270,7,843,200,178,980,33,2984,2024-03-20
2271,7,638,110,533,674,21,2546,2024-03-21
2272,7,542,24,551,130,23,2238,2024-03-22
2273,7,542,150,941,947,51,3308,2024-03-23
2274,7,670,103,916,248,18,2734,2024-03-24
2275,7,815,156,636,677,88,2622,2024-03-25
2276,7,532,177,252,334,91,1958,2024-03-26
2277,7,447,151,678,902,49,2660,2024-03-27
2278,7,724,11,193,847,11,1878,2024-03-28
2279,7,752,109,826,400,66,2475,2024-03-29
2280,7,448,112,316,916,54,2580,2024-03-30
2281,7,278,68,939,511,80,2394,2024-03-31
2282,7,998,101,229,325,23,2225,2024-04-01
2283,7,417,86,725,810,9,2152,2024-04-02
2284,7,336,126,916,559,23,2090,2024-04-03
2285,7,276,66,709,194,45,2286,2024-04-04
2286,7,995,22,160,677,80,2156,2024-04-05
2287,7,630,87,534,194,12,2269,2024-04-06
2288,7,344,160,93,391,87,2068,2024-04-07
2289,7,688,178,873,772,56,2785,2024-04-08
2290,7,80,198,535,188,22,1268,2024-04-09
2291,7,873,45,447,31,78,2292,2024-04-10
2292,7,896,145,855,875,2,3062,2024-04-11
2293,7,892,189,818,742,47,3482,2024-04-12
2294,7,735,189,60,260,14,1857,2024-04-13
2295,7,452,38,728,699,75,2716,2024-04-14
2296,7,184,152,969,641,72,2729,2024-04-15
2297,7,260,50,566,629,92,2332,2024-04-16
2298,7,851,40,711,107,81,2551,2024-04-17
2299,7,124,111,670,238,66,1943,2024-04-18
2300,7,450,97,831,538,15,2420,2024-04-19
2301,7,249,2,176,629,74,1659,2024-04-20
2302,7,623,184,46,23,7,1720,2024-04-21
2303,7,843,16,593,1018,24,3088,2024-04-22
2304,7,707,35,458,763,29,2334,2024-04-23
2305,7,257,62,331,596,77,1944,2024-04-24
2306,7,428,51,817,778,93,2420,2024-04-25
2307,7,51,34,544,974,84,2150,2024-04-26
2308,7,312,73,873,1039,75,2852,2024-04-27
2309,7,983,173,713,637,31,3161,2024-04-28
2310,7,280,114,172,349,46,1231,2024-04-29
2311,7,424,28,492,712,18,2211,2024-04-30
2312,7,549,90,84,195,14,1285,2024-05-01
2313,7,287,192,457,738,48,1741,2024-05-02
2314,7,439,153,272,856,50,1813,2024-05-03
2315,7,936,150,81,128,84,2209,2024-05-04
2316,7,920,3,976,688,46,3569,2024-05-05
2317,7,460,103,956,851,86,2504,2024-05-06
2318,7,718,103,623,820,71,2726,2024-05-07
2319,7,880,162,245,187,98,1587,2024-05-08
2320,7,995,158,86,496,71,2364,2024-05-09
2321,7,933,81,705,328,67,2910,2024-05-10
2322,7,529,70,449,459,17,1885,2024-05-11
2323,7,816,57,617,338,30,2591,2024-05-12
2324,7,313,118,782,692,8,2908,2024-05-13
2325,7,727,25,139,782,80,1963,2024-05-14
2326,7,221,158,5,769,61,1928,2024-05-15
2327,7,274,87,597,995,32,2657,2024-05-16
2328,7,569,32,182,983,72,2826,2024-05-17
2329,7,717,48,289,947,75,2354,2024-05-18
2330,7,108,118,339,938,23,1818,2024-05-19
2331,7,297,155,766,367,18,2275,2024-05-20
2332,7,155,107,20,418,61,1655,2024-05-21
2333,7,29,151,890,209,95,2048,2024-05-22
2334,7,681,109,54,697,86,2004,2024-05-23
2335,7,44,79,479,265,29,1717,2024-05-24
2336,7,49,193,310,834,67,1539,2024-05-25
2337,7,162,116,754,525,73,1954,2024-05-26
2338,7,165,96,188,612,24,1227,2024-05-27
2339,7,777,163,722,83,88,2052,2024-05-28
2340,7,415,152,664,478,44,2377,2024-05-29
2341,7,275,78,984,916,54,3105,2024-05-30
2342,7,658,166,587,956,50,3005,2024-05-31
2343,7,123,29,90,435,30,1480,2024-06-01
2344,7,15,25,733,205,47,1824,2024-06-02
2345,7,235,117,24,430,84,1460,2024-06-03
2346,7,95,42,774,69,99,1816,2024-06-04
2347,7,184,128,247,696,31,2114,2024-06-05
2348,7,663,5,574,656,81,2531,2024-06-06
2349,7,905,26,118,752,96,2781,2024-06-07
2350,7,604,165,272,712,16,1846,2024-06-08
2351,7,606,78,902,389,67,2477,2024-06-09
2352,7,615,9,448,29,38,2119,2024-06-10
2353,7,655,165,310,870,96,2409,2024-06-11
2354,7,620,70,297,972,52,2121,2024-06-12
2355,7,718,106,899,1298,22,3189,2024-06-13
2356,7,906,18,922,361,57,2564,2024-06-14
2357,7,103,166,921,817,94,2959,2024-06-15
2358,7,99,152,110,8,20,481,2024-06-16
2359,7,279,52,708,737,35,2557,2024-06-17
2360,7,700,127,592,188,72,2307,2024-06-18
2361,7,876,26,149,975,85,2316,2024-06-19
2362,7,869,28,466,148,17,1665,2024-06-20
2363,7,824,75,51,371,16,1904,2024-06-21
2364,7,488,162,562,116,24,2109,2024-06-22
2365,7,974,189,953,866,46,3290,2024-06-23
2366,7,51,154,198,737,81,1796,2024-06-24
2367,7,712,79,960,822,100,3514,2024-06-25
2368,7,58,155,312,854,61,2352,2024-06-26
2369,7,466,153,456,919,56,2449,2024-06-27
2370,7,777,4,530,894,54,2913,2024-06-28
2371,7,649,147,97,281,43,1474,2024-06-29
2372,7,410,172,35,907,94,2145,2024-06-30
2373,7,878,185,471,498,39,2375,2024-07-01
2374,7,408,119,836,99,7,2150,2024-07-02
2375,7,517,9,731,51,70,1388,2024-07-03
