sale_id,restaurant_id,creditcard_tip,drinks_payment,food_payment,other_payment,service_charges,delivery_charges,date
3834,11,0.86,1515.87,2848.92,630.74,174.5,150.56,2024-07-02
3835,11,3.42,1452.84,2918.94,671.75,145.02,214.33,2024-07-03
3836,11,5.77,1710.57,3338.71,675.03,186.59,199.25,2024-07-04
3837,11,9.83,1658.45,2884.11,677.56,192.98,136.07999999999998,2024-07-05
3838,11,6.62,1520.11,2556.94,663.47,175.04,123.99000000000001,2024-07-06
3839,11,0.14,1258.04,2639.19,731.13,146.09,170.67000000000002,2024-07-07
3840,11,9.98,1578.2,2546.87,841.69,174.09,148.47,2024-07-08
3841,11,5.03,1564.82,3231.41,756.44,162.42,230.44,2024-07-09
3842,11,4.79,1449.25,2976.34,919.54,140.91,252.67000000000002,2024-07-10
3843,11,0.46,1393.52,3015.36,736.98,167.99,178.57,2024-07-11
3844,11,3.0,1372.4,2922.85,766.87,145.57,215.07,2024-07-12
3845,11,8.4,1447.94,3436.25,885.9399999999999,228.78,119.51,2024-07-13
3846,11,1.4,1310.79,3261.21,722.66,126.44,276.58,2024-07-14
3847,11,5.82,1732.16,2788.78,754.88,176.72,174.14,2024-07-15
3848,11,9.11,1597.39,2597.98,718.67,104.69,282.02,2024-07-16
3849,11,4.48,1521.51,2859.13,688.06,171.04,164.8,2024-07-17
3850,11,2.63,1350.09,2865.82,804.62,169.37,163.34,2024-07-18
3851,11,4.53,1726.08,3441.34,592.3,211.1,153.79,2024-07-19
3852,11,6.21,1548.04,2653.86,796.8,142.8,214.3,2024-07-20
3853,11,6.77,1353.17,3108.78,686.77,147.38,220.08,2024-07-21
3854,11,6.95,1344.74,3041.27,633.88,154.29,193.43,2024-07-22
3855,11,4.73,1628.04,2894.58,723.66,184.59,155.47,2024-07-23
3856,11,2.7,1507.96,2882.5,637.67,129.68,243.51,2024-07-24
3857,11,1.15,1516.17,2711.77,781.4300000000001,113.63,273.71,2024-07-25
3858,11,0.23,1676.43,3087.21,752.43,155.71,240.22,2024-07-26
3859,11,4.11,1492.51,3394.17,650.77,172.11,209.49,2024-07-27
3860,11,2.92,1365.9,2795.0,641.05,171.8,136.61,2024-07-28
3861,11,8.95,1531.1,3016.78,753.34,189.71,150.72,2024-07-29
3862,11,9.24,1508.35,3196.32,739.4,166.38,211.69,2024-07-30
3863,11,5.4,1512.74,2848.48,679.88,179.03,146.07,2024-07-31
3864,11,4.41,1275.28,3305.21,811.36,172.17,194.87,2024-08-01
3865,11,8.59,1316.06,3058.96,697.78,175.57,156.18,2024-08-02
3866,11,7.8,1823.74,3195.48,838.21,151.89,281.99,2024-08-03
3867,11,0.98,1458.58,3165.33,851.06,177.56,192.4,2024-08-04
3868,11,2.06,1762.1200000000001,3246.66,825.93,141.55,300.34,2024-08-05
3869,11,2.69,1573.61,3069.57,752.87,156.25,227.15,2024-08-06
3870,11,2.55,1411.77,3242.18,770.16,122.4,297.56,2024-08-07
3871,11,3.43,1501.5,2676.4500000000003,885.2,123.03,260.26,2024-08-08
3872,11,2.1,1520.96,2645.88,627.14,176.33,126.73,2024-08-09
3873,11,5.43,1272.03,2844.84,695.84,132.26,216.81,2024-08-10
3874,11,9.08,1559.93,2617.1,669.91,169.79,145.1,2024-08-11
3875,11,8.34,1532.71,2726.16,813.26,126.28,254.65,2024-08-12
3876,11,2.85,1417.78,2373.71,872.58,141.82,182.76,2024-08-13
3877,11,6.6,1682.19,3118.26,804.6999999999999,160.13,240.28,2024-08-14
3878,11,0.23,1501.89,3217.54,903.09,137.3,287.63,2024-08-15
3879,11,1.71,1722.6299999999999,3199.71,798.16,166.36,239.3,2024-08-16
3880,11,3.13,1533.78,1619.23,750.74,154.24,81.87,2024-08-17
3881,11,7.31,1287.82,3148.12,795.9,160.02,203.1,2024-08-18
3882,11,8.61,1294.29,2671.72,574.85,119.79,214.56,2024-08-19
3883,11,8.73,1345.81,2946.23,733.51,167.0,168.55,2024-08-20
3884,11,0.39,1573.88,3208.94,840.26,173.51,215.31,2024-08-21
3885,11,0.65,1229.99,2487.03,771.64,154.41,140.07,2024-08-22
3886,11,8.84,1321.42,3256.4900000000002,748.3,186.8,159.01,2024-08-23
3887,11,6.32,1398.62,2235.69,735.58,105.29,226.44,2024-08-24
3888,11,2.22,1485.8600000000001,2911.36,803.46,189.48,141.08,2024-08-25
3889,11,4.51,1599.72,2927.37,730.12,129.2,267.34,2024-08-26
3890,11,0.61,1607.18,2757.93,848.98,165.36,190.73,2024-08-27
3891,11,2.05,1573.81,3109.47,639.37,158.44,215.4,2024-08-28
3892,11,9.07,1758.3,2564.71,809.49,130.48,252.31,2024-08-29
3893,11,0.4,1741.54,3052.48,671.87,144.12,258.35,2024-08-30
3894,11,6.64,1525.39,2902.77,879.22,132.57999999999998,265.62,2024-08-31
3895,11,3.47,1461.91,3146.97,843.23,149.98,245.21,2024-09-01
3896,11,8.34,1257.6299999999999,2856.26,851.03,164.02,168.45,2024-09-02
3897,11,9.78,1517.62,2743.22,868.35,153.57,205.82999999999998,2024-09-03
3898,11,8.05,1398.25,3280.96,727.82,204.7,131.37,2024-09-04
3899,11,5.88,1665.5,2803.99,839.0,136.68,257.47,2024-09-05
3900,11,2.1,1374.42,3112.95,758.53,144.06,236.46,2024-09-06
3901,11,2.08,1774.48,2252.42,730.83,158.44,158.92,2024-09-07
3902,11,6.86,1492.1,3121.33,709.89,114.01,304.3,2024-09-08
3903,11,0.4,1638.57,3375.0,780.23,152.62,274.13,2024-09-09
3904,11,5.28,2018.03,3015.25,703.6,193.27,187.18,2024-09-10
3905,11,8.2,1391.37,2604.31,600.83,130.46,198.73,2024-09-11
3906,11,6.72,1452.75,2819.12,806.47,142.52,222.82,2024-09-12
3907,11,6.73,1527.35,2538.67,805.05,167.48,152.15,2024-09-13
3908,11,5.42,1160.69,3179.44,755.48,161.21,187.19,2024-09-14
3909,11,2.53,1457.94,2791.09,611.8,135.71,214.65,2024-09-15
3910,11,3.65,1515.66,2546.69,700.72,176.87,122.55,2024-09-16
3911,11,4.94,1676.85,3062.47,678.29,174.8,192.15,2024-09-17
3912,11,0.23,1328.59,2770.07,829.53,143.65,205.5,2024-09-18
3913,11,7.45,1421.71,3212.64,765.0,199.69,140.57,2024-09-19
3914,11,0.96,1446.95,3100.43,807.14,170.32,194.8,2024-09-20
3915,11,1.84,1574.55,2760.95,790.43,117.05,278.46999999999997,2024-09-21
3916,11,5.56,1478.71,3135.73,830.05,164.87,214.75,2024-09-22
3917,11,2.77,1354.1,3160.9,769.02,160.0,208.39000000000001,2024-09-23
3918,11,2.09,1518.61,3070.77,614.97,159.34,201.78,2024-09-24
3919,11,7.62,1516.08,3093.64,663.92,129.27,268.86,2024-09-25
3920,11,8.44,1499.89,3182.38,840.57,188.79,174.73,2024-09-26
3921,11,1.48,1496.0,3212.45,858.72,158.27,240.15,2024-09-27
3922,11,8.72,1426.34,3231.33,850.17,146.59,257.59999999999997,2024-09-28
3923,11,6.55,1880.23,2868.48,848.84,154.5,250.77,2024-09-29
3924,11,6.57,1627.8899999999999,3046.83,658.91,186.48,160.4,2024-09-30
3925,11,1.53,1426.78,2629.58,705.2,122.47,231.25,2024-10-01
3926,11,2.79,1200.3,3218.28,730.86,120.07,274.78000000000003,2024-10-02
3927,11,8.8,1412.99,3210.09,729.31,116.43,302.41,2024-10-03
3928,11,8.72,1675.4,2472.0,756.85,146.14,198.1,2024-10-04
3929,11,4.07,1401.6,2850.66,794.83,149.29,206.15,2024-10-05
3930,11,5.33,1278.93,3111.9900000000002,774.51,148.79,218.99,2024-10-06
3931,11,4.14,1372.3,2642.16,697.32,145.43,180.34,2024-10-07
3932,11,8.52,1589.42,2578.07,714.46,204.58,79.05,2024-10-08
3933,11,2.76,1349.34,3518.66,762.58,142.52,278.03,2024-10-09
3934,11,3.86,1368.05,3216.28,785.64,145.51,245.98,2024-10-10
3935,11,6.1,1321.97,2681.61,570.97,126.62,204.22,2024-10-11
3936,11,4.64,1431.11,3418.89,728.1899999999999,172.54,212.74,2024-10-12
3937,11,7.01,1308.79,2912.58,771.78,129.28,240.77,2024-10-13
3938,11,1.88,1405.59,3170.53,721.92,154.10999999999999,221.57,2024-10-14
3939,11,8.83,1221.76,2877.32,863.46,175.85999999999999,144.54,2024-10-15
3940,11,0.31,1634.86,3037.32,946.33,144.49,272.88,2024-10-16
3941,11,0.04,1704.68,2683.82,649.74,145.88,212.03,2024-10-17
3942,11,1.18,1583.29,2861.06,834.71,176.95,173.99,2024-10-18
3943,11,6.89,1555.5,2118.07,679.45,131.55,172.20000000000002,2024-10-19
3944,11,7.69,1236.04,2050.79,580.37,126.66,133.43,2024-10-20
3945,11,5.47,1448.54,2432.56,781.31,136.76,192.67,2024-10-21
3946,11,9.83,1543.39,3394.11,755.97,167.02,235.28,2024-10-22
3947,11,2.49,1987.74,3161.67,844.64,197.6,204.22,2024-10-23
3948,11,4.01,1819.17,4069.88,694.64,160.94,336.52,2024-10-24
3949,11,4.05,1562.67,2856.1,769.18,145.08,228.64,2024-10-25
3950,11,9.62,1584.59,3430.32,863.18,146.32,295.15,2024-10-26
3951,11,8.36,1512.32,3248.28,783.12,119.97,314.43,2024-10-27
3952,11,0.73,1498.65,3088.79,727.28,155.25,220.98,2024-10-28
3953,11,2.35,1381.4,3160.63,755.26,152.68,224.38,2024-10-29
3954,11,9.03,1269.18,2725.2799999999997,864.8,146.46,192.99,2024-10-30
3955,11,4.12,1631.91,3095.27,681.27,127.31,286.27,2024-10-31
3956,11,5.86,1525.84,2988.78,702.16,144.59,232.49,2024-11-01
3957,11,9.44,1651.53,2876.25,838.21,142.8,251.03,2024-11-02
3958,11,0.9,1684.41,3182.46,831.3,171.61,226.6,2024-11-03
3959,11,4.6,1326.06,3129.12,624.58,132.38,243.25,2024-11-04
3960,11,4.12,1564.05,3264.97,665.07,160.06,229.32,2024-11-05
3961,11,3.49,1483.8799999999999,2622.35,755.12,103.64,278.87,2024-11-06
3962,11,7.37,1537.58,2752.2,822.85,203.2,104.91,2024-11-07
3963,11,4.65,1611.99,3400.96,796.51,207.48,165.99,2024-11-08
3964,11,0.1,1551.25,2794.12,880.13,135.47,251.57999999999998,2024-11-09
3965,11,6.69,1550.01,3298.11,645.42,125.93,297.47,2024-11-10
3966,11,3.03,1680.69,2586.87,796.23,172.72,160.93,2024-11-11
3967,11,1.71,1517.91,3005.6,779.94,195.24,139.88,2024-11-12
3968,11,6.06,1427.8,2851.24,715.06,132.43,234.59,2024-11-13
3969,11,7.26,1363.99,3321.41,603.29,130.05,268.73,2024-11-14
3970,11,2.07,1407.52,2463.86,685.39,132.45,190.78,2024-11-15
3971,11,9.08,1595.18,3266.97,788.2,152.53,260.0,2024-11-16
3972,11,0.39,1483.18,3018.79,695.88,143.83,232.14000000000001,2024-11-17
3973,11,7.14,1744.76,3174.09,788.0,148.21,274.33,2024-11-18
3974,11,1.42,1436.84,3223.7599999999998,860.1800000000001,150.12,251.79,2024-11-19
3975,11,6.86,1731.45,3392.06,813.22,203.16,187.34,2024-11-20
3976,11,8.75,1622.1100000000001,3211.24,737.63,213.67,129.73,2024-11-21
3977,11,2.31,1578.76,2913.51,718.89,149.36,222.43,2024-11-22
3978,11,8.47,1230.53,2952.27,715.1,146.28,197.22,2024-11-23
3979,11,0.96,1540.71,3061.21,691.56,154.9,219.56,2024-11-24
3980,11,3.49,1243.66,2666.41,542.23,119.17999999999999,206.88,2024-11-25
3981,11,8.36,1812.15,3008.67,736.53,152.52,250.73,2024-11-26
3982,11,1.46,1266.26,3126.1,796.48,174.2,170.45,2024-11-27
3983,11,4.69,1285.22,3082.5,587.5699999999999,150.60999999999999,194.37,2024-11-28
3984,11,3.78,1248.44,3560.47,912.29,218.76,134.59,2024-11-29
3985,11,3.1,1619.11,3129.14,699.89,208.96,126.89,2024-11-30
3986,11,2.05,1573.53,3480.29,817.98,155.65,275.92,2024-12-01
3987,11,3.01,1506.3799999999999,3203.13,806.21,136.15,279.3,2024-12-02
3988,11,8.33,1496.8,3205.44,582.9399999999999,178.57,171.39,2024-12-03
3989,11,4.23,1851.82,3254.37,832.28,209.63,174.63,2024-12-04
3990,11,9.8,1500.79,3323.93,837.71,169.48,227.31,2024-12-05
3991,11,2.36,1579.33,3096.54,712.03,146.18,246.47,2024-12-06
3992,11,9.84,1728.38,2560.54,859.75,186.96,140.97,2024-12-07
3993,11,7.1,1527.86,2933.61,773.91,161.58,200.32999999999998,2024-12-08
3994,11,9.38,1731.85,2874.6,714.48,150.13,231.82,2024-12-09
3995,11,1.38,1484.16,3174.2,999.15,133.62,298.56,2024-12-10
3996,11,2.25,1458.5900000000001,2938.77,813.84,124.88,271.38,2024-12-11
3997,11,2.58,1977.99,2975.3,793.8,228.85,117.01,2024-12-12
3998,11,4.98,1310.61,3072.41,687.11,144.05,218.89,2024-12-13
3999,11,6.97,1555.76,2801.33,725.8100000000001,199.87,108.57,2024-12-14
4000,11,0.07,1481.56,2576.52,723.0,161.52,155.09,2024-12-15
4001,11,3.1,1591.1,2882.92,800.24,186.97,153.47,2024-12-16
4002,11,3.61,1628.31,2667.44,889.92,153.5,211.58,2024-12-17
4003,11,9.54,1775.4,2595.44,858.63,138.88,245.25,2024-12-18
4004,11,5.21,1750.0,3308.41,681.87,193.87,186.26999999999998,2024-12-19
4005,11,7.6,1289.06,2932.0099999999998,726.66,174.87,145.04,2024-12-20
4006,11,2.5,1857.32,2635.29,611.9399999999999,132.7,245.07999999999998,2024-12-21
4007,11,2.94,1176.98,2789.64,572.32,126.3,201.33,2024-12-22
4008,11,3.76,1362.27,2824.77,782.36,107.45,282.02,2024-12-23
4009,11,9.68,1429.87,3136.53,854.33,183.62,174.82999999999998,2024-12-24
4010,11,0.02,1546.64,2664.53,731.0,112.46,269.32,2024-12-25
4011,11,9.55,1387.5,3414.23,748.45,191.83,171.4,2024-12-26
4012,11,4.99,1575.95,2609.04,609.21,168.98,141.47,2024-12-27
4013,11,1.44,1348.84,3092.68,831.81,114.83,297.7,2024-12-28
4014,11,3.38,1622.56,2805.48,701.48,150.85,211.28,2024-12-29
4015,11,2.5,1421.53,3143.42,602.7,148.39,219.95,2024-12-30
4016,12,9.97,1439.33,2856.79,804.65,158.58,192.91,2024-01-01
4017,12,0.25,1340.6299999999999,3217.85,798.4,139.65,256.38,2024-01-02
4018,12,3.99,1391.12,3039.58,735.42,116.9,282.82,2024-01-03
4019,12,9.89,1686.91,3170.25,765.83,212.53,137.26,2024-01-04
4020,12,6.59,1438.32,3183.22,781.93,154.64,231.11,2024-01-05
4021,12,1.16,1620.42,3061.55,811.03,131.97,285.39,2024-01-06
4022,12,8.04,1481.3999999999999,2763.15,726.67,181.67,133.75,2024-01-07
4023,12,1.95,1393.84,3073.2599999999998,840.69,175.35999999999999,180.08,2024-01-08
4024,12,1.31,1608.42,2751.06,789.23,136.21,242.47,2024-01-09
4025,12,8.61,1498.48,2808.05,759.06,111.86999999999999,282.82,2024-01-10
4026,12,3.54,1514.52,2955.18,729.09,114.75,290.4,2024-01-11
4027,12,7.69,1482.39,2983.72,777.19,203.31,117.74,2024-01-12
4028,12,1.68,1606.72,3033.92,814.52,168.91,207.72,2024-01-13
4029,12,9.1,1507.15,2744.15,837.35,179.0,150.84,2024-01-14
4030,12,8.26,1439.81,3025.98,795.73,147.68,230.78,2024-01-15
4031,12,8.52,1646.65,2970.87,760.49,214.5,108.78,2024-01-16
4032,12,3.12,1400.98,2651.81,775.01,164.73,153.28,2024-01-17
4033,12,5.03,1343.98,2559.11,747.22,111.62,241.77,2024-01-18
4034,12,0.39,1625.1,3058.8,668.2,152.09,231.07,2024-01-19
4035,12,2.84,1633.33,3090.66,857.36,171.59,214.99,2024-01-20
4036,12,8.3,1821.48,3048.89,698.17,205.17000000000002,146.55,2024-01-21
4037,12,4.55,1587.73,2963.14,627.93,145.46,226.93,2024-01-22
4038,12,2.41,1358.47,3016.81,777.79,152.21,210.87,2024-01-23
4039,12,4.45,1590.33,3203.85,724.74,104.6,342.73,2024-01-24
4040,12,1.45,1699.79,2987.77,685.71,168.88,199.55,2024-01-25
4041,12,2.43,1205.68,3368.8,757.99,157.75,217.81,2024-01-26
4042,12,4.78,1477.6,3238.13,785.08,131.19,287.7,2024-01-27
4043,12,0.78,1556.45,2884.04,690.72,200.72,111.67,2024-01-28
4044,12,0.03,1497.8,2955.7599999999998,758.11,145.85,229.49,2024-01-29
4045,12,0.71,1612.26,3142.01,832.29,179.13,200.36,2024-01-30
4046,12,2.52,1747.1399999999999,2801.13,755.67,156.23,217.95,2024-01-31
4047,12,5.54,1469.25,3377.1,598.52,150.43,243.65,2024-02-01
4048,12,4.83,1798.64,3069.29,841.56,170.14000000000001,230.71,2024-02-02
4049,12,4.71,1895.27,3644.05,761.39,166.59,296.95,2024-02-03
4050,12,1.27,1354.27,2581.41,791.1800000000001,133.6,205.49,2024-02-04
4051,12,7.84,1670.41,2752.65,831.4300000000001,159.7,206.06,2024-02-05
4052,12,4.84,1655.93,3524.66,960.05,183.16,247.74,2024-02-06
4053,12,6.65,1834.13,3569.62,663.61,169.84,267.03000000000003,2024-02-07
4054,12,4.99,1463.91,3013.5,834.6,185.5,160.22,2024-02-08
4055,12,8.96,1128.68,2369.42,768.42,123.82000000000001,179.05,2024-02-09
4056,12,2.36,1641.97,2993.2599999999998,737.21,157.72,221.79,2024-02-10
4057,12,9.16,1546.39,2709.18,768.73,133.8,234.85,2024-02-11
4058,12,3.8,1634.0,3241.24,823.63,200.97,167.93,2024-02-12
4059,12,9.52,1347.42,2945.35,752.14,173.09,158.37,2024-02-13
4060,12,2.44,1326.0,2875.67,726.63,150.72,191.42,2024-02-14
4061,12,6.32,1505.09,2806.35,706.19,168.7,164.35,2024-02-15
4062,12,8.77,1538.19,3859.34,787.21,216.76,184.96,2024-02-16
4063,12,3.74,1461.14,2752.48,723.05,185.22,123.26,2024-02-17
4064,12,3.44,1571.54,3205.94,680.19,167.87,210.02,2024-02-18
4065,12,1.98,1919.89,3294.82,770.98,173.71,251.19,2024-02-19
4066,12,3.32,1347.47,3060.12,850.54,164.1,197.63,2024-02-20
4067,12,6.96,1768.28,2928.83,785.71,157.08,234.14,2024-02-21
4068,12,7.46,1582.45,2274.71,674.75,132.42,188.34,2024-02-22
4069,12,9.04,1672.51,3181.4,710.82,177.87,200.76,2024-02-23
4070,12,1.36,1424.25,3284.44,773.86,128.68,290.90999999999997,2024-02-24
4071,12,0.85,1465.3,3274.42,790.47,130.04,292.93,2024-02-25
4072,12,5.66,1771.76,2445.84,667.52,156.53,175.46,2024-02-26
4073,12,0.47,1602.23,2846.5,648.29,155.04,199.62,2024-02-27
4074,12,4.52,1675.99,3465.33,671.13,201.35,178.56,2024-02-28
4075,12,1.16,1491.39,2794.38,723.91,166.7,167.59,2024-02-29
4076,12,1.95,1288.18,2083.7,772.16,108.1,198.23,2024-03-01
4077,12,1.47,1433.77,3025.4,786.67,158.11,208.37,2024-03-02
4078,12,2.57,1579.71,3766.33,746.29,168.03,273.18,2024-03-03
4079,12,5.75,1508.81,3457.11,672.4,163.31,237.25,2024-03-04
4080,12,1.92,1679.3600000000001,2566.94,760.53,159.28,182.14,2024-03-05
4081,12,0.56,1356.05,2893.52,915.89,157.13,202.34,2024-03-06
4082,12,3.96,1447.9,2778.66,761.38,121.94,254.96,2024-03-07
4083,12,6.96,1339.29,3002.99,816.3,119.55,276.7,2024-03-08
4084,12,1.82,1523.53,3072.2400000000002,773.83,149.3,238.32,2024-03-09
4085,12,3.72,1251.46,2999.27,772.89,186.29,129.81,2024-03-10
4086,12,0.14,1496.43,3278.36,673.23,199.91,144.98,2024-03-11
4087,12,3.1,1329.44,3207.55,622.59,175.9,164.14000000000001,2024-03-12
4088,12,0.75,1431.66,3160.68,780.77,166.77,203.78,2024-03-13
4089,12,5.49,1813.26,3148.23,793.08,166.84,241.79,2024-03-14
4090,12,0.04,1547.43,3049.24,897.74,161.34,226.8,2024-03-15
4091,12,3.08,1490.6200000000001,2252.45,643.19,133.55,171.51,2024-03-16
4092,12,9.97,1327.06,3319.21,733.05,139.73,258.47,2024-03-17
4093,12,7.67,1386.85,2692.82,685.03,140.42,195.59,2024-03-18
4094,12,5.22,1577.06,2303.19,737.5,110.12,241.57,2024-03-19
4095,12,6.71,1601.95,2783.28,741.59,177.31,158.09,2024-03-20
4096,12,9.47,1344.01,3273.21,834.45,165.82,213.52,2024-03-21
4097,12,3.88,1567.1299999999999,2565.8,768.01,113.42,263.27,2024-03-22
4098,12,8.64,1223.53,2616.57,828.26,136.91,193.02,2024-03-23
4099,12,4.43,1304.55,2873.0099999999998,739.98,130.68,230.41,2024-03-24
4100,12,9.13,1382.88,3215.7400000000002,595.12,131.89,255.62,2024-03-25
4101,12,8.56,1408.33,3181.84,869.75,177.76,190.48,2024-03-26
4102,12,5.59,1593.18,3205.1,744.06,169.55,215.13,2024-03-27
4103,12,9.33,1781.17,2907.68,823.24,178.06,195.15,2024-03-28
4104,12,6.17,1755.5,2519.83,788.84,151.67,203.05,2024-03-29
4105,12,7.64,1591.85,3316.26,784.63,171.42,226.45,2024-03-30
4106,12,9.29,1439.04,2852.07,709.76,173.64000000000001,152.78,2024-03-31
4107,12,1.94,1415.25,2904.31,916.66,120.5,282.66,2024-04-01
4108,12,0.42,1530.42,2926.1,787.54,182.57,159.27,2024-04-02
4109,12,3.53,1490.84,3441.36,863.45,169.19,241.2,2024-04-03
4110,12,8.16,1449.62,2801.38,801.69,161.02,183.23,2024-04-04
4111,12,0.68,1480.69,2833.23,726.39,118.91,266.23,2024-04-05
4112,12,0.04,1630.53,2436.32,658.2,146.84,178.8,2024-04-06
4113,12,9.45,1333.45,3115.23,802.52,146.62,231.88,2024-04-07
4114,12,3.55,1473.69,3141.34,727.27,173.85,186.51,2024-04-08
4115,12,3.35,1483.48,2903.84,786.65,198.76,119.94,2024-04-09
4116,12,4.64,1549.78,3029.59,824.83,156.88,226.70000000000002,2024-04-10
4117,12,7.94,1507.14,2889.77,850.35,101.95,320.84,2024-04-11
4118,12,8.64,1833.64,3683.63,756.71,188.63,250.15,2024-04-12
4119,12,0.71,1357.44,3228.39,858.59,167.48,209.52,2024-04-13
4120,12,7.3,1625.31,3015.53,814.42,194.81,155.92000000000002,2024-04-14
4121,12,6.94,1307.55,2843.26,654.27,171.0,138.53,2024-04-15
4122,12,2.88,1660.38,2946.12,838.12,175.83,192.83,2024-04-16
4123,12,4.52,1584.49,2837.19,934.0600000000001,130.98,273.6,2024-04-17
4124,12,3.48,1191.56,3605.23,764.51,159.53,237.11,2024-04-18
4125,12,7.53,1607.8,3331.51,798.39,209.24,155.29,2024-04-19
4126,12,3.99,1476.23,3091.0,711.33,186.37,155.1,2024-04-20
4127,12,4.6,1575.8600000000001,2577.86,597.89,195.58,84.03999999999999,2024-04-21
4128,12,4.93,1772.24,3688.15,823.11,200.65,227.09,2024-04-22
4129,12,6.96,1686.1,3094.54,749.14,170.31,212.35,2024-04-23
4130,12,3.59,1578.01,3225.74,702.35,159.28,232.07,2024-04-24
4131,12,2.06,1374.65,2957.49,757.72,128.48,251.99,2024-04-25
4132,12,3.96,1471.71,3003.3,815.62,137.97,253.13,2024-04-26
4133,12,6.09,1553.95,3180.99,638.86,155.48,226.47,2024-04-27
4134,12,8.44,1477.11,3114.63,723.56,172.51,186.49,2024-04-28
4135,12,6.04,1357.1200000000001,2870.51,786.05,174.23,152.94,2024-04-29
4136,12,0.76,1525.71,2928.46,740.5,150.64000000000001,218.19,2024-04-30
4137,12,3.11,1528.55,2895.09,800.73,158.67,205.09,2024-05-01
4138,12,4.14,1423.2,3193.7599999999998,719.85,163.09,207.5,2024-05-02
4139,12,9.14,1614.45,3028.53,768.47,226.1,88.94,2024-05-03
4140,12,4.24,1433.53,2965.85,667.27,107.21000000000001,292.26,2024-05-04
4141,12,8.79,1351.31,2707.2599999999998,753.04,124.03,233.11,2024-05-05
4142,12,6.42,1556.89,2793.5,714.63,145.21,216.06,2024-05-06
4143,12,2.89,1738.56,2750.8,770.43,172.0,181.94,2024-05-07
4144,12,8.97,1404.57,3087.73,934.74,163.28,216.19,2024-05-08
4145,12,7.33,1336.59,2649.73,703.97,173.60999999999999,121.81,2024-05-09
4146,12,7.46,1451.77,2712.7,619.21,160.27,157.83,2024-05-10
4147,12,6.71,1728.22,3384.45,867.54,151.75,294.55,2024-05-11
4148,12,2.88,1436.4,3134.2799999999997,747.55,139.98,251.87,2024-05-12
4149,12,3.72,1590.65,2818.64,698.89,172.36,166.08,2024-05-13
4150,12,6.34,1475.5,2954.4900000000002,873.83,139.87,250.61,2024-05-14
4151,12,4.47,1437.59,3079.18,678.3100000000001,128.8,261.94,2024-05-15
4152,12,5.65,1558.76,2777.4900000000002,731.5,132.12,242.52,2024-05-16
4153,12,1.68,1580.47,2478.05,723.04,141.9,194.35,2024-05-17
4154,12,5.14,1586.49,3175.84,935.09,132.35,305.03,2024-05-18
4155,12,1.76,1243.41,3061.38,676.98,138.39,221.39,2024-05-19
4156,12,7.18,1465.18,3293.36,878.86,161.31,241.12,2024-05-20
4157,12,6.85,1545.66,3667.87,686.79,202.04,185.95,2024-05-21
4158,12,2.19,1783.23,3251.31,659.11,153.01,263.36,2024-05-22
4159,12,4.18,1608.0,2617.88,859.79,170.1,168.32999999999998,2024-05-23
4160,12,1.75,1661.42,3064.85,746.22,176.09,195.06,2024-05-24
4161,12,1.0,1661.15,3076.73,741.46,176.75,194.42,2024-05-25
4162,12,7.5,1613.11,3434.78,720.22,139.41,298.02,2024-05-26
4163,12,8.22,1401.89,3128.06,776.38,177.69,175.29,2024-05-27
4164,12,1.31,1394.08,2850.61,850.36,145.22,219.03,2024-05-28
4165,12,3.13,1487.41,3106.24,752.24,149.91,234.75,2024-05-29
4166,12,2.35,1595.29,3263.78,775.44,167.11,229.19,2024-05-30
4167,12,7.08,1478.78,2549.07,891.21,141.0,209.88,2024-05-31
4168,12,1.33,1460.73,3855.82,672.63,171.45,256.08,2024-06-01
4169,12,8.56,1474.61,3033.78,756.1,121.41,283.65,2024-06-02
4170,12,8.3,1525.67,3150.35,826.5699999999999,216.8,116.66,2024-06-03
4171,12,5.08,1783.64,3294.12,736.44,196.27,188.94,2024-06-04
4172,12,4.03,1536.73,2700.17,674.15,167.46,156.14000000000001,2024-06-05
4173,12,4.67,1510.99,2611.22,657.66,121.5,234.97,2024-06-06
4174,12,1.91,1477.74,3026.42,720.84,178.01,166.47,2024-06-07
4175,12,0.47,1474.99,2677.82,763.5,188.75,114.19,2024-06-08
4176,12,5.88,1601.56,2664.55,750.6800000000001,144.9,211.86,2024-06-09
4177,12,7.15,1463.91,3557.45,782.66,169.18,242.03,2024-06-10
4178,12,0.74,1201.25,3100.56,669.89,149.01,199.12,2024-06-11
4179,12,0.48,1465.25,3104.27,943.74,225.78,99.77,2024-06-12
4180,12,6.05,1271.87,3165.38,842.17,144.84,238.25,2024-06-13
4181,12,3.55,1422.74,3223.39,658.23,162.31,205.81,2024-06-14
4182,12,8.4,1505.06,2514.99,763.64,127.98,222.39,2024-06-15
4183,12,8.91,1307.63,2640.36,788.59,150.25,173.21,2024-06-16
4184,12,1.31,1271.76,2758.76,800.9399999999999,147.86,187.4,2024-06-17
4185,12,5.98,1437.82,2848.59,717.57,116.97,266.45,2024-06-18
4186,12,1.7,1505.44,2958.65,880.42,161.59,211.27,2024-06-19
4187,12,8.28,1171.86,3311.26,736.57,184.53,152.92000000000002,2024-06-20
4188,12,6.18,1469.95,2976.72,846.91,166.83,195.76,2024-06-21
4189,12,2.85,1535.06,3375.87,742.64,150.25,264.84,2024-06-22
4190,12,7.15,1585.3,2882.12,790.72,131.0,263.83,2024-06-23
